編號,樣本ID,完整檔名,檔案大小(MB)
559,ERR323644,ERR323644_1.fastq,4773.76
560,ERR323644,ERR323644_2.fastq,4773.76
561,ERR323645,ERR323645_1.fastq,4710.49
562,ERR323645,ERR323645_2.fastq,4710.49
563,ERR323646,ERR323646_1.fastq,4018.79
564,ERR323646,ERR323646_2.fastq,4018.79
565,ERR323647,ERR323647_1.fastq,4753.31
566,ERR323647,ERR323647_2.fastq,4753.31
567,ERR323648,ERR323648_1.fastq,4339.5
568,ERR323648,ERR323648_2.fastq,4339.5
569,ERR323649,ERR323649_1.fastq,3799.7
570,ERR323649,ERR323649_2.fastq,3799.7
571,ERR323650,ERR323650_1.fastq,4989.88
572,ERR323650,ERR323650_2.fastq,4989.88
573,ERR323651,ERR323651_1.fastq,3973.37
574,ERR323651,ERR323651_2.fastq,3973.37
575,ERR323652,ERR323652_1.fastq,5494.27
576,ERR323652,ERR323652_2.fastq,5494.27
577,ERR323654,ERR323654_1.fastq,4742.14
578,ERR323654,ERR323654_2.fastq,4742.14
579,ERR323656,ERR323656_1.fastq,4393.03
580,ERR323656,ERR323656_2.fastq,4393.03
581,ERR323657,ERR323657_1.fastq,4694.64
582,ERR323657,ERR323657_2.fastq,4694.64
583,ERR323659,ERR323659_1.fastq,4770.64
584,ERR323659,ERR323659_2.fastq,4770.64
585,ERR323660,ERR323660_1.fastq,4355.29
586,ERR323660,ERR323660_2.fastq,4355.29
587,ERR323661,ERR323661_1.fastq,3810.78
588,ERR323661,ERR323661_2.fastq,3810.78
589,ERR323662,ERR323662_1.fastq,5003.87
590,ERR323662,ERR323662_2.fastq,5003.87
591,ERR323663,ERR323663_1.fastq,3987.25
592,ERR323663,ERR323663_2.fastq,3987.25
593,ERR323664,ERR323664_1.fastq,5514.82
594,ERR323664,ERR323664_2.fastq,5514.82
595,ERR323666,ERR323666_1.fastq,4756.76
596,ERR323666,ERR323666_2.fastq,4756.76
597,ERR323668,ERR323668_1.fastq,4406.24
598,ERR323668,ERR323668_2.fastq,4406.24
599,ERR323669,ERR323669_1.fastq,4711.72
600,ERR323669,ERR323669_2.fastq,4711.72
601,ERR323672,ERR323672_1.fastq,4746.99
602,ERR323672,ERR323672_2.fastq,4746.99
603,ERR323673,ERR323673_1.fastq,4721.88
604,ERR323673,ERR323673_2.fastq,4721.88
605,ERR323674,ERR323674_1.fastq,5512.48
606,ERR323674,ERR323674_2.fastq,5512.48
607,ERR323675,ERR323675_1.fastq,3478.97
608,ERR323675,ERR323675_2.fastq,3478.97
609,ERR323677,ERR323677_1.fastq,6341.41
610,ERR323677,ERR323677_2.fastq,6341.41
611,ERR323681,ERR323681_1.fastq,3909.14
612,ERR323681,ERR323681_2.fastq,3909.14
613,ERR323682,ERR323682_1.fastq,5327.99
614,ERR323682,ERR323682_2.fastq,5327.99
615,ERR323684,ERR323684_1.fastq,4712.17
616,ERR323684,ERR323684_2.fastq,4712.17
617,ERR323685,ERR323685_1.fastq,4682.92
618,ERR323685,ERR323685_2.fastq,4682.92
619,ERR323686,ERR323686_1.fastq,5463.02
620,ERR323686,ERR323686_2.fastq,5463.02
621,ERR323687,ERR323687_1.fastq,3451.52
622,ERR323687,ERR323687_2.fastq,3451.52
623,ERR323689,ERR323689_1.fastq,6288.9
624,ERR323689,ERR323689_2.fastq,6288.9
625,ERR323693,ERR323693_1.fastq,3878.97
626,ERR323693,ERR323693_2.fastq,3878.97
627,ERR323694,ERR323694_1.fastq,5289.14
628,ERR323694,ERR323694_2.fastq,5289.14
629,ERR323705,ERR323705_1.fastq,3544.91
630,ERR323705,ERR323705_2.fastq,3544.91
631,ERR323707,ERR323707_1.fastq,5273.13
632,ERR323707,ERR323707_2.fastq,5273.13
633,ERR323711,ERR323711_1.fastq,5150.39
634,ERR323711,ERR323711_2.fastq,5150.39
635,ERR323745,ERR323745_1.fastq,3989.93
636,ERR323745,ERR323745_2.fastq,3989.93
637,ERR323747,ERR323747_1.fastq,4140.4
638,ERR323747,ERR323747_2.fastq,4140.4
639,ERR323770,ERR323770_1.fastq,4057.94
640,ERR323770,ERR323770_2.fastq,4057.94
641,ERR323780,ERR323780_1.fastq,4575.4
642,ERR323780,ERR323780_2.fastq,4575.4
643,ERR323787,ERR323787_1.fastq,4397.21
644,ERR323787,ERR323787_2.fastq,4397.21
645,ERR323788,ERR323788_1.fastq,4397.18
646,ERR323788,ERR323788_2.fastq,4397.18
647,ERR323811,ERR323811_1.fastq,4718.86
648,ERR323811,ERR323811_2.fastq,4718.86
649,ERR323829,ERR323829_1.fastq,4308.38
650,ERR323829,ERR323829_2.fastq,4308.38
651,ERR323831,ERR323831_1.fastq,4676.82
652,ERR323831,ERR323831_2.fastq,4676.82
653,ERR323834,ERR323834_1.fastq,4102.58
654,ERR323834,ERR323834_2.fastq,4102.58
655,ERR323838,ERR323838_1.fastq,4841.7
656,ERR323838,ERR323838_2.fastq,4841.7
657,ERR323854,ERR323854_1.fastq,504.04
658,ERR323854,ERR323854_2.fastq,504.04
659,ERR323858,ERR323858_1.fastq,4922.6
660,ERR323858,ERR323858_2.fastq,4922.6
661,ERR323865,ERR323865_1.fastq,4496.81
662,ERR323865,ERR323865_2.fastq,4496.81
663,ERR323869,ERR323869_1.fastq,5246.05
664,ERR323869,ERR323869_2.fastq,5246.05
665,ERR323881,ERR323881_1.fastq,4571.15
666,ERR323881,ERR323881_2.fastq,4571.15
667,ERR323882,ERR323882_1.fastq,3953.47
668,ERR323882,ERR323882_2.fastq,3953.47
669,ERR326889,ERR326889_1.fastq,3939.73
670,ERR326889,ERR326889_2.fastq,3939.73
671,ERR326985,ERR326985_1.fastq,5000.4
672,ERR326985,ERR326985_2.fastq,5000.4
673,ERR326995,ERR326995_1.fastq,3933.61
674,ERR326995,ERR326995_2.fastq,3933.61
675,ERR326997,ERR326997_1.fastq,4073.58
676,ERR326997,ERR326997_2.fastq,4073.58
677,ERR327007,ERR327007_1.fastq,3971.04
678,ERR327007,ERR327007_2.fastq,3971.04
679,ERR327009,ERR327009_1.fastq,4106.99
680,ERR327009,ERR327009_2.fastq,4106.99
681,ERR327044,ERR327044_1.fastq,4046.91
682,ERR327044,ERR327044_2.fastq,4046.91
683,ERR327056,ERR327056_1.fastq,3999.22
684,ERR327056,ERR327056_2.fastq,3999.22
685,ERR327066,ERR327066_1.fastq,4569.53
686,ERR327066,ERR327066_2.fastq,4569.53
687,ERR327073,ERR327073_1.fastq,4403.82
688,ERR327073,ERR327073_2.fastq,4403.82
689,ERR327074,ERR327074_1.fastq,4424.51
690,ERR327074,ERR327074_2.fastq,4424.51
691,ERR327078,ERR327078_1.fastq,4542.77
692,ERR327078,ERR327078_2.fastq,4542.77
693,ERR327085,ERR327085_1.fastq,4373.9
694,ERR327085,ERR327085_2.fastq,1729.84
695,ERR327086,ERR327086_1.fastq,4388.47
696,ERR327086,ERR327086_2.fastq,2995.31
697,ERR327147,ERR327147_1.fastq,1649.66
698,ERR327147,ERR327147_2.fastq,1649.66
699,ERR327159,ERR327159_1.fastq,3605.39
700,ERR327159,ERR327159_2.fastq,893.97
701,ERR327161,ERR327161_1.fastq,5379.69
702,ERR327161,ERR327161_2.fastq,5379.69
703,ERR327165,ERR327165_1.fastq,5243.2
704,ERR327165,ERR327165_2.fastq,5243.2
705,ERR327173,ERR327173_1.fastq,5368.99
706,ERR327173,ERR327173_2.fastq,5368.99
707,ERR327177,ERR327177_1.fastq,5232.84
708,ERR327177,ERR327177_2.fastq,5232.84
709,ERR327293,ERR327293_1.fastq,4275.57
710,ERR327293,ERR327293_2.fastq,4275.57
711,ERR327329,ERR327329_1.fastq,5888.07
712,ERR327329,ERR327329_2.fastq,5888.07
713,ERR327341,ERR327341_1.fastq,5877.67
714,ERR327341,ERR327341_2.fastq,5877.67
715,ERR327354,ERR327354_1.fastq,5538.35
716,ERR327354,ERR327354_2.fastq,5538.35
717,ERR327366,ERR327366_1.fastq,5554.58
718,ERR327366,ERR327366_2.fastq,5554.58
719,ERR327384,ERR327384_1.fastq,6348.61
720,ERR327384,ERR327384_2.fastq,6348.61
721,ERR327386,ERR327386_1.fastq,4945.72
722,ERR327386,ERR327386_2.fastq,4945.72
723,ERR327396,ERR327396_1.fastq,6340.47
724,ERR327396,ERR327396_2.fastq,6340.47
725,ERR327398,ERR327398_1.fastq,4934.1
726,ERR327398,ERR327398_2.fastq,4934.1
727,ERR328393,ERR328393_1.fastq,5601.29
728,ERR328393,ERR328393_2.fastq,5601.29
729,ERR328405,ERR328405_1.fastq,5532.46
730,ERR328405,ERR328405_2.fastq,5532.46
731,ERR328439,ERR328439_1.fastq,6926.05
732,ERR328439,ERR328439_2.fastq,6926.05
733,ERR328443,ERR328443_1.fastq,212.85
734,ERR328443,ERR328443_2.fastq,212.85
735,ERR328451,ERR328451_1.fastq,6935.87
736,ERR328451,ERR328451_2.fastq,6935.87
737,ERR328455,ERR328455_1.fastq,212.75
738,ERR328455,ERR328455_2.fastq,212.75
739,ERR328516,ERR328516_1.fastq,4523.91
740,ERR328516,ERR328516_2.fastq,4523.91
741,ERR328528,ERR328528_1.fastq,4516.3
742,ERR328528,ERR328528_2.fastq,4516.3
743,ERR328558,ERR328558_1.fastq,4008.74
744,ERR328558,ERR328558_2.fastq,4008.74
745,ERR328560,ERR328560_1.fastq,4332.21
746,ERR328560,ERR328560_2.fastq,4332.21
747,ERR328563,ERR328563_1.fastq,3785.42
748,ERR328563,ERR328563_2.fastq,3785.42
749,ERR328567,ERR328567_1.fastq,4463.0
750,ERR328567,ERR328567_2.fastq,4463.0
751,ERR328570,ERR328570_1.fastq,3979.76
752,ERR328570,ERR328570_2.fastq,3979.76
753,ERR328572,ERR328572_1.fastq,4300.99
754,ERR328572,ERR328572_2.fastq,4300.99
755,ERR328575,ERR328575_1.fastq,3760.07
756,ERR328575,ERR328575_2.fastq,3760.07
757,ERR328579,ERR328579_1.fastq,4432.44
758,ERR328579,ERR328579_2.fastq,4432.44
759,ERR328607,ERR328607_1.fastq,482.97
760,ERR328607,ERR328607_2.fastq,482.97
761,ERR328611,ERR328611_1.fastq,4706.88
762,ERR328611,ERR328611_2.fastq,4706.88
763,ERR328619,ERR328619_1.fastq,484.76
764,ERR328619,ERR328619_2.fastq,484.76
765,ERR328623,ERR328623_1.fastq,4722.51
766,ERR328623,ERR328623_2.fastq,4722.51
767,ERR328630,ERR328630_1.fastq,4234.34
768,ERR328630,ERR328630_2.fastq,4234.34
769,ERR328634,ERR328634_1.fastq,5022.68
770,ERR328634,ERR328634_2.fastq,5022.68
771,ERR328642,ERR328642_1.fastq,4246.76
772,ERR328642,ERR328642_2.fastq,4246.76
773,ERR328646,ERR328646_1.fastq,5036.23
774,ERR328646,ERR328646_2.fastq,5036.23
775,ERR328658,ERR328658_1.fastq,4438.8
776,ERR328658,ERR328658_2.fastq,4438.8
777,ERR328659,ERR328659_1.fastq,3826.56
778,ERR328659,ERR328659_2.fastq,3826.56
779,ERR328670,ERR328670_1.fastq,4409.73
780,ERR328670,ERR328670_2.fastq,4409.73
781,ERR328671,ERR328671_1.fastq,3783.15
782,ERR328671,ERR328671_2.fastq,3783.15
783,ERR328752,ERR328752_1.fastq,4994.57
784,ERR328752,ERR328752_2.fastq,4994.57
785,ERR328764,ERR328764_1.fastq,5000.53
786,ERR328764,ERR328764_2.fastq,5000.53
787,ERR328816,ERR328816_1.fastq,5501.96
788,ERR328816,ERR328816_2.fastq,5501.96
789,ERR331587,ERR331587_1.fastq,3728.09
790,ERR331587,ERR331587_2.fastq,3728.09
791,ERR331599,ERR331599_1.fastq,3726.35
792,ERR331599,ERR331599_2.fastq,3726.35
793,ERR331823,ERR331823_1.fastq,4227.61
794,ERR331823,ERR331823_2.fastq,4227.61
795,ERR331835,ERR331835_1.fastq,4222.38
796,ERR331835,ERR331835_2.fastq,4222.38
797,ERR331975,ERR331975_1.fastq,5077.99
798,ERR331975,ERR331975_2.fastq,5077.99
799,ERR331987,ERR331987_1.fastq,5068.1
800,ERR331987,ERR331987_2.fastq,5068.1
801,ERR340904,ERR340904_1.fastq,3849.77
802,ERR340904,ERR340904_2.fastq,3849.77
803,ERR340905,ERR340905_1.fastq,6116.87
804,ERR340905,ERR340905_2.fastq,6116.87
805,ERR340916,ERR340916_1.fastq,3822.67
806,ERR340916,ERR340916_2.fastq,3822.67
807,ERR340917,ERR340917_1.fastq,6083.91
808,ERR340917,ERR340917_2.fastq,6083.91
809,ERR340923,ERR340923_1.fastq,2416.05
810,ERR340923,ERR340923_2.fastq,2416.05
811,ERR340926,ERR340926_1.fastq,4594.35
812,ERR340926,ERR340926_2.fastq,4594.35
813,ERR340929,ERR340929_1.fastq,10581.26
814,ERR340929,ERR340929_2.fastq,10581.26
815,ERR340931,ERR340931_1.fastq,7604.99
816,ERR340931,ERR340931_2.fastq,7604.99
817,ERR340935,ERR340935_1.fastq,2395.8
818,ERR340935,ERR340935_2.fastq,2395.8
819,ERR340938,ERR340938_1.fastq,4544.94
820,ERR340938,ERR340938_2.fastq,4544.94
821,ERR340941,ERR340941_1.fastq,10489.32
822,ERR340941,ERR340941_2.fastq,10489.32
823,ERR340943,ERR340943_1.fastq,7533.69
824,ERR340943,ERR340943_2.fastq,7533.69
825,ERR343484,ERR343484_1.fastq,3905.37
826,ERR343484,ERR343484_2.fastq,3905.37
827,ERR343511,ERR343511_1.fastq,3701.69
828,ERR343511,ERR343511_2.fastq,3701.69
829,ERR343512,ERR343512_1.fastq,12919.08
830,ERR343512,ERR343512_2.fastq,12919.08
831,ERR343513,ERR343513_1.fastq,0.46
832,ERR343513,ERR343513_2.fastq,0.46
833,ERR343515,ERR343515_1.fastq,2280.84
834,ERR343515,ERR343515_2.fastq,2280.84
835,ERR343516,ERR343516_1.fastq,2803.28
836,ERR343516,ERR343516_2.fastq,2803.28
837,ERR343519,ERR343519_1.fastq,12518.57
838,ERR343519,ERR343519_2.fastq,12518.57
839,ERR343520,ERR343520_1.fastq,18294.89
840,ERR343520,ERR343520_2.fastq,18294.89
841,ERR343521,ERR343521_1.fastq,0.51
842,ERR343521,ERR343521_2.fastq,0.51
843,ERR343523,ERR343523_1.fastq,3730.99
844,ERR343523,ERR343523_2.fastq,3730.99
845,ERR343524,ERR343524_1.fastq,13048.85
846,ERR343524,ERR343524_2.fastq,13048.85
847,ERR343525,ERR343525_1.fastq,0.49
848,ERR343525,ERR343525_2.fastq,0.49
849,ERR343527,ERR343527_1.fastq,2300.02
850,ERR343527,ERR343527_2.fastq,2300.02
851,ERR343528,ERR343528_1.fastq,2825.54
852,ERR343528,ERR343528_2.fastq,2825.54
853,ERR343531,ERR343531_1.fastq,12626.7
854,ERR343531,ERR343531_2.fastq,12626.7
855,ERR343532,ERR343532_1.fastq,18465.13
856,ERR343532,ERR343532_2.fastq,18465.13
857,ERR343533,ERR343533_1.fastq,0.53
858,ERR343533,ERR343533_2.fastq,0.53
859,ERR343538,ERR343538_1.fastq,5052.68
860,ERR343538,ERR343538_2.fastq,5052.68
861,ERR343539,ERR343539_1.fastq,19115.76
862,ERR343539,ERR343539_2.fastq,19115.76
863,ERR343544,ERR343544_1.fastq,7227.23
864,ERR343544,ERR343544_2.fastq,7227.23
865,ERR343545,ERR343545_1.fastq,6506.64
866,ERR343545,ERR343545_2.fastq,6506.64
867,ERR343550,ERR343550_1.fastq,5049.58
868,ERR343550,ERR343550_2.fastq,5049.58
869,ERR343551,ERR343551_1.fastq,19090.3
870,ERR343551,ERR343551_2.fastq,19090.3
871,ERR343556,ERR343556_1.fastq,7217.66
872,ERR343556,ERR343556_2.fastq,7217.66
873,ERR343557,ERR343557_1.fastq,6500.59
874,ERR343557,ERR343557_2.fastq,6500.59
875,ERR343565,ERR343565_1.fastq,5742.37
876,ERR343565,ERR343565_2.fastq,5742.37
877,ERR343577,ERR343577_1.fastq,5724.98
878,ERR343577,ERR343577_2.fastq,5724.98
879,ERR343664,ERR343664_1.fastq,3617.43
880,ERR343664,ERR343664_2.fastq,3617.43
881,ERR343676,ERR343676_1.fastq,3623.86
882,ERR343676,ERR343676_2.fastq,3623.86
883,ERR372353,ERR372353_1.fastq,8.16
884,ERR372354,ERR372354_1.fastq,5.26
885,ERR372355,ERR372355_1.fastq,7.41
886,ERR969522,ERR969522_1.fastq,13164.22
887,ERR969522,ERR969522_2.fastq,13164.22
888,SRR10810002,SRR10810002_1.fastq,16644.66
889,SRR10810002,SRR10810002_2.fastq,16644.66
890,SRR10810003,SRR10810003_1.fastq,14999.53
891,SRR10810003,SRR10810003_2.fastq,14999.53
892,SRR10810004,SRR10810004_1.fastq,15188.62
893,SRR10810004,SRR10810004_2.fastq,15188.62
894,SRR10810005,SRR10810005_1.fastq,17750.61
895,SRR10810005,SRR10810005_2.fastq,17750.61
896,SRR10810006,SRR10810006_1.fastq,15574.54
897,SRR10810006,SRR10810006_2.fastq,15574.54
898,SRR10810007,SRR10810007_1.fastq,15469.36
899,SRR10810007,SRR10810007_2.fastq,15469.36
